id,cena,regija,upravna,obcina,leto_gradnje,leto_adaptacije,povrsina,gradnja
6467192,480000.0,LJ-mesto,Lj. Moste-Polje,Ljubljana,2022,,187.99,samostojna
6387983,275000.0,Gorenjska,Radovljica,Bled,1800,1950,400.0,samostojna
6462270,180000.0,Gorenjska,Radovljica,Bohinj,1892,1950,188.7,vrstna
6506148,680000.0,LJ-mesto,Lj. Šiška,Ljubljana,1975,,385.0,samostojna
6475865,239800.0,Savinjska,Celje,Celje,2022,,139.4,dvojček
6506863,200000.0,Notranjska,Cerknica,Cerknica,1973,,114.0,samostojna
6517023,790000.0,LJ-mesto,Lj. Bežigrad,Ljubljana,1996,2018,309.7,vrstna
6512304,409000.0,LJ-okolica,Domžale,Domžale,,2010,215.1,samostojna
6341473,426724.2,LJ-okolica,Vrhnika,Vrhnika,2022,,155.0,vrstna
6512313,60000.0,Podravska,Maribor,Rače - Fram,2023,,125.0,samostojna
6470341,785540.0,LJ-mesto,Lj. Vič-Rudnik,Ljubljana,2022,,216.4,dvojček
6458747,2250000.0,LJ-okolica,Domžale,Domžale,1957,,440.0,samostojna
6511658,265000.0,LJ-okolica,"Lj. J&Z del (Vič, Rudnik)",Brezovica,2024,,145.0,dvojček
6515473,577000.0,J. Primorska,Koper,Koper,1990,2020,330.0,samostojna
6496428,990000.0,J. Primorska,Koper,Koper,1985,2018,300.0,samostojna
6517901,350000.0,Posavska,Krško,Krško,1988,2020,250.0,samostojna
6494286,705000.0,LJ-mesto,Lj. Bežigrad,Ljubljana,2008,,291.46,samostojna
6514531,409000.0,LJ-mesto,Lj. Bežigrad,Ljubljana,1965,,122.4,vrstna
6492185,1150000.0,LJ-mesto,Lj. Center,Ljubljana,1914,2000,233.0,samostojna
6517414,575000.0,LJ-mesto,Lj. Vič-Rudnik,Ljubljana,1967,2019,342.0,samostojna
6495168,268000.0,LJ-mesto,Lj. Vič-Rudnik,Ljubljana,1934,1998,63.9,trojček
6477021,253000.0,Podravska,Ptuj,Trnovska vas,2021,,173.1,samostojna
6514460,295000.0,LJ-okolica,Logatec,Logatec,1952,,259.6,samostojna
6512816,324000.0,Gorenjska,Kranj,Kranj,1961,2012,164.8,dvostanovanjska
6502886,189000.0,Podravska,Maribor,Rače - Fram,1958,2002,297.9,samostojna
6464894,189000.0,Podravska,Pesnica,Pesnica,2007,,276.0,samostojna
6379292,195000.0,Notranjska,Postojna,Postojna,1779,,600.0,samostojna
6370331,430000.0,LJ-mesto,Lj. Šiška,Ljubljana,1973,,167.0,samostojna
6494610,320000.0,J. Primorska,Piran,Piran,1890,,94.0,samostojna
6485604,360000.0,LJ-okolica,Domžale,Lukovica,2022,,114.0,samostojna
6467192,480000.0,LJ-mesto,Lj. Moste-Polje,Ljubljana,2022,,187.99,samostojna
6387983,275000.0,Gorenjska,Radovljica,Bled,1800,1950,400.0,samostojna
6462270,180000.0,Gorenjska,Radovljica,Bohinj,1892,1950,188.7,vrstna
6506148,680000.0,LJ-mesto,Lj. Šiška,Ljubljana,1975,,385.0,samostojna
6475865,239800.0,Savinjska,Celje,Celje,2022,,139.4,dvojček
6506863,200000.0,Notranjska,Cerknica,Cerknica,1973,,114.0,samostojna
6517023,790000.0,LJ-mesto,Lj. Bežigrad,Ljubljana,1996,2018,309.7,vrstna
6512304,409000.0,LJ-okolica,Domžale,Domžale,,2010,215.1,samostojna
6341473,426724.2,LJ-okolica,Vrhnika,Vrhnika,2022,,155.0,vrstna
6512313,60000.0,Podravska,Maribor,Rače - Fram,2023,,125.0,samostojna
6470341,785540.0,LJ-mesto,Lj. Vič-Rudnik,Ljubljana,2022,,216.4,dvojček
6458747,2250000.0,LJ-okolica,Domžale,Domžale,1957,,440.0,samostojna
6511658,265000.0,LJ-okolica,"Lj. J&Z del (Vič, Rudnik)",Brezovica,2024,,145.0,dvojček
6515473,577000.0,J. Primorska,Koper,Koper,1990,2020,330.0,samostojna
6496428,990000.0,J. Primorska,Koper,Koper,1985,2018,300.0,samostojna
6517901,350000.0,Posavska,Krško,Krško,1988,2020,250.0,samostojna
6494286,705000.0,LJ-mesto,Lj. Bežigrad,Ljubljana,2008,,291.46,samostojna
6514531,409000.0,LJ-mesto,Lj. Bežigrad,Ljubljana,1965,,122.4,vrstna
6492185,1150000.0,LJ-mesto,Lj. Center,Ljubljana,1914,2000,233.0,samostojna
6517414,575000.0,LJ-mesto,Lj. Vič-Rudnik,Ljubljana,1967,2019,342.0,samostojna
6495168,268000.0,LJ-mesto,Lj. Vič-Rudnik,Ljubljana,1934,1998,63.9,trojček
6477021,253000.0,Podravska,Ptuj,Trnovska vas,2021,,173.1,samostojna
6514460,295000.0,LJ-okolica,Logatec,Logatec,1952,,259.6,samostojna
6512816,324000.0,Gorenjska,Kranj,Kranj,1961,2012,164.8,dvostanovanjska
6502886,189000.0,Podravska,Maribor,Rače - Fram,1958,2002,297.9,samostojna
6464894,189000.0,Podravska,Pesnica,Pesnica,2007,,276.0,samostojna
6379292,195000.0,Notranjska,Postojna,Postojna,1779,,600.0,samostojna
6370331,430000.0,LJ-mesto,Lj. Šiška,Ljubljana,1973,,167.0,samostojna
6494610,320000.0,J. Primorska,Piran,Piran,1890,,94.0,samostojna
6485604,360000.0,LJ-okolica,Domžale,Lukovica,2022,,114.0,samostojna
6502339,220000.0,Podravska,Maribor,Rače - Fram,2022,,117.6,dvojček
6507883,170000.0,Savinjska,Laško,Radeče,1974,,189.6,samostojna
6462144,240000.0,Gorenjska,Radovljica,Radovljica,1700,1900,220.0,samostojna
6379303,850000.0,Gorenjska,Radovljica,Radovljica,1650,,600.0,samostojna
6433447,299000.0,LJ-okolica,"Lj. J&Z del (Vič, Rudnik)",Brezovica,1960,2021,190.0,samostojna
6499975,1499000.0,LJ-mesto,Lj. Vič-Rudnik,Ljubljana,2022,,212.2,dvojček
6509851,429000.0,LJ-mesto,Lj. Vič-Rudnik,Ljubljana,1952,,170.0,dvojček
6513076,559000.0,LJ-mesto,Lj. Vič-Rudnik,Ljubljana,1987,2011,293.2,samostojna
6482768,513000.0,LJ-okolica,Lj. SZ del (Šiška),Medvode,2007,,509.0,samostojna
6487268,180000.0,Savinjska,Šmarje pri Jelšah,Podčetrtek,2010,,132.0,dvojček
6486635,650000.0,Savinjska,Šmarje pri Jelšah,Podčetrtek,2001,,415.0,samostojna
6513188,521000.0,S.Primorska,Idrija,Idrija,1991,2020,250.16,samostojna
6509736,359000.0,Podravska,Pesnica,Pesnica,2012,,234.0,dvojček
6515342,292000.0,Podravska,Lenart,Lenart,2023,,246.8,samostojna
6516381,295000.0,Podravska,Maribor,Maribor,1977,2021,283.4,samostojna
6504002,459000.0,LJ-okolica,Grosuplje,Grosuplje,2023,,149.25,samostojna
6515320,395000.0,LJ-mesto,Lj. Moste-Polje,Ljubljana,2022,,157.2,vrstna
6505769,265000.0,Dolenjska,Trebnje,Trebnje,1985,,193.0,samostojna
6508725,473500.0,LJ-okolica,"Lj. J&Z del (Vič, Rudnik)",Škofljica,2004,2017,280.0,samostojna
6371906,69500.0,Gorenjska,Jesenice,Žirovnica,1800,,90.0,samostojna
6470030,155000.0,Podravska,Ptuj,Hajdina,2022,,149.0,vrstna
6267931,329153.72,Podravska,Maribor,Maribor,2021,,140.0,trojček
6401638,499940.87,Podravska,Maribor,Maribor,2021,,301.0,samostojna
6514397,578000.0,LJ-okolica,Kamnik,Kamnik,2001,,344.4,samostojna
6500257,290000.0,Dolenjska,Črnomelj,Črnomelj,2008,,376.0,samostojna
6374892,258000.0,S.Primorska,Ajdovščina,Ajdovščina,1996,,258.0,vrstna
6342085,495000.0,J. Primorska,Koper,Ankaran,2001,,140.5,vrstna
6445881,540000.0,J. Primorska,Koper,Ankaran,2007,,167.0,dvojček
6484991,517000.0,J. Primorska,Koper,Ankaran,1990,,177.6,vrstna
6517640,890000.0,J. Primorska,Koper,Ankaran,1986,,246.0,samostojna
6454733,1180000.0,J. Primorska,Koper,Ankaran,1998,,333.8,samostojna
6438967,435000.0,J. Primorska,Koper,Ankaran,1980,2010,410.0,samostojna
6508031,840000.0,J. Primorska,Koper,Ankaran,2020,,294.0,dvojček
6508033,860000.0,J. Primorska,Koper,Ankaran,2020,,302.4,dvojček
6446578,220000.0,Pomurska,Gornja Radgona,Apače,1850,,740.0,samostojna
6503553,195000.0,Gorenjska,Kranj,Cerklje na Gorenjskem,2016,,245.28,samostojna
6514438,150000.0,Savinjska,Žalec,Žalec,1900,,227.0,samostojna
6398182,280000.0,Savinjska,Žalec,Žalec,2001,,250.0,samostojna
6411123,140000.0,Posavska,Krško,Krško,1973,2005,518.2,samostojna
6489297,145000.0,Posavska,Brežice,Brežice,1990,2020,300.0,dvostanovanjska
6478837,215000.0,Posavska,Brežice,Brežice,1964,2008,97.0,dvostanovanjska
6513415,740000.0,J. Primorska,Sežana,Sežana,2008,,133.7,samostojna
6471439,54000.0,Savinjska,Šmarje pri Jelšah,Šmarje pri Jelšah,1936,2000,61.2,samostojna
6476948,39700.0,Savinjska,Šmarje pri Jelšah,Šmarje pri Jelšah,1967,,64.0,samostojna
6514910,66000.0,Notranjska,Cerknica,Loška Dolina,1928,1994,86.0,samostojna
6096659,57000.0,Notranjska,Cerknica,Loška Dolina,1997,,220.0,samostojna
6506120,327000.0,J. Primorska,Sežana,Hrpelje - Kozina,2001,,290.0,dvojček
6455716,327000.0,J. Primorska,Sežana,Hrpelje - Kozina,2001,,290.0,dvojček
6512227,209000.0,Pomurska,Murska Sobota,Murska Sobota,1980,2013,436.0,dvostanovanjska
6415142,30000.0,S.Primorska,Nova Gorica,Nova Gorica,,1975,145.0,samostojna
6513783,30000.0,S.Primorska,Nova Gorica,Nova Gorica,1850,1970,157.1,samostojna
6350150,59900.0,S.Primorska,Nova Gorica,Nova Gorica,1920,1999,108.0,samostojna
6493639,245000.0,Gorenjska,Kranj,Preddvor,1977,1998,127.0,samostojna
6513592,270000.0,Gorenjska,Kranj,Preddvor,1977,1998,127.0,samostojna
6447108,359000.0,Gorenjska,Kranj,Preddvor,2010,,150.0,samostojna
6515252,990000.0,Gorenjska,Kranj,Preddvor,2018,,219.3,samostojna
6503505,1150000.0,Gorenjska,Radovljica,Radovljica,2002,,677.0,samostojna
6490276,1150000.0,Gorenjska,Radovljica,Radovljica,2002,,677.9,samostojna
6508913,109000.0,Notranjska,Cerknica,Cerknica,1910,2009,287.0,samostojna
6516705,230000.0,Gorenjska,Jesenice,Kranjska Gora,1948,,100.0,samostojna
6498832,45000.0,Savinjska,Velenje,Šoštanj,,1980,99.0,samostojna
6513922,189000.0,Pomurska,Murska Sobota,Beltinci,1987,,199.9,samostojna
6511353,32400.0,Pomurska,Murska Sobota,Beltinci,1980,,120.0,samostojna
6485394,242167.0,Podravska,Lenart,Benedikt,2022,,138.91,samostojna
6374708,212000.0,J. Primorska,Koper,Koper,,1999,60.2,vrstna
6514365,365000.0,LJ-okolica,Vrhnika,Vrhnika,1961,,414.0,samostojna
6517186,240000.0,Podravska,Ruše,Ruše,1980,2020,182.34,samostojna
6510992,1350000.0,LJ-mesto,Lj. Bežigrad,Ljubljana,1925,1985,230.0,samostojna
6513660,45000.0,S.Primorska,Nova Gorica,Brda,1800,,132.9,hiša
6511374,217000.0,S.Primorska,Nova Gorica,Miren - Kostanjevica,1922,2000,182.6,vrstna
6513654,171000.0,S.Primorska,Nova Gorica,Miren - Kostanjevica,,1963,230.0,samostojna
6516165,199000.0,Gorenjska,Škofja Loka,Škofja Loka,1893,2022,170.0,dvostanovanjska
6442893,149900.0,Pomurska,Gornja Radgona,Sveti Jurij ob Ščavnici,2005,,393.17,samostojna
6098772,125000.0,Savinjska,Šmarje pri Jelšah,Bistrica ob Sotli,1990,,326.0,samostojna
6403579,48000.0,Savinjska,Šmarje pri Jelšah,Bistrica ob Sotli,1890,,276.4,samostojna
6510370,329000.0,Gorenjska,Tržič,Tržič,2015,,126.0,samostojna
6488990,475000.0,Gorenjska,Tržič,Tržič,2018,,251.3,samostojna
6488166,475000.0,Gorenjska,Tržič,Tržič,2018,,251.3,samostojna
6378742,160000.0,Podravska,Ptuj,Trnovska vas,1980,2013,184.0,dvostanovanjska
6410467,135000.0,Gorenjska,Radovljica,Bohinj,1967,,100.0,samostojna
6498335,48000.0,Posavska,Brežice,Brežice,1938,2014,60.0,samostojna
6342692,36000.0,Posavska,Brežice,Brežice,1922,,175.2,samostojna
6421090,65000.0,Posavska,Brežice,Brežice,1990,2015,144.0,samostojna
6454315,493000.0,Posavska,Brežice,Brežice,2016,,300.0,dvostanovanjska
6504868,589000.0,LJ-mesto,Lj. Moste-Polje,Ljubljana,2008,2019,158.0,dvojček
6507458,675000.0,LJ-mesto,Lj. Moste-Polje,Ljubljana,1993,2021,200.0,samostojna
6278093,210000.0,Posavska,Sevnica,Sevnica,1976,2018,180.0,samostojna
6423068,175000.0,Posavska,Sevnica,Sevnica,1986,,226.9,dvostanovanjska
6482979,160000.0,Savinjska,Slovenske Konjice,Slovenske Konjice,2022,,120.0,samostojna
6362114,209000.0,Savinjska,Slovenske Konjice,Slovenske Konjice,1900,2009,528.0,hiša
6438780,295000.0,Gorenjska,Radovljica,Bled,1912,2006,82.4,samostojna
6506228,750000.0,Gorenjska,Radovljica,Bled,1928,2019,112.0,samostojna
6506958,640000.0,Gorenjska,Radovljica,Bled,1900,2015,200.0,samostojna
6508747,770000.0,Gorenjska,Radovljica,Bled,2022,,200.0,samostojna
6495129,350000.0,Gorenjska,Radovljica,Bled,1910,,230.0,samostojna
6517225,590000.0,Gorenjska,Radovljica,Bled,1998,,240.0,samostojna
6457392,420000.0,Gorenjska,Radovljica,Bled,1957,,280.0,hiša
6489610,480000.0,Gorenjska,Radovljica,Bled,1973,,290.8,samostojna
6511612,1995000.0,Gorenjska,Radovljica,Bled,1985,2003,414.3,samostojna
6508684,690000.0,Gorenjska,Radovljica,Bled,1951,2003,453.0,samostojna
6436740,1885000.0,Gorenjska,Radovljica,Bled,2019,2020,668.0,samostojna
6511904,490000.0,Gorenjska,Radovljica,Bled,1975,,960.0,samostojna
6488788,650000.0,Gorenjska,Radovljica,Bled,1900,,457.0,samostojna
6503171,490000.0,Gorenjska,Radovljica,Bled,1700,1970,118.0,samostojna
6201264,2800000.0,Gorenjska,Radovljica,Bled,1700,,680.0,samostojna
6503930,770000.0,Gorenjska,Radovljica,Bled,2021,,200.63,samostojna
6513579,390000.0,Gorenjska,Radovljica,Bled,1930,1978,367.7,samostojna
6226168,900000.0,Gorenjska,Radovljica,Bled,1904,2016,133.2,samostojna
6488598,451000.0,Gorenjska,Radovljica,Bled,1967,2015,173.0,samostojna
6487015,490000.0,Gorenjska,Radovljica,Bled,1975,2010,241.4,samostojna
5654761,198500.0,Gorenjska,Radovljica,Bled,1937,,400.0,hiša
6506380,450000.0,Gorenjska,Radovljica,Bled,1963,,295.0,samostojna
6503472,120000.0,Zasavska,Hrastnik,Hrastnik,1978,,190.0,samostojna
6458043,120000.0,Zasavska,Hrastnik,Hrastnik,1970,2015,265.2,samostojna
6494733,290000.0,Savinjska,Mozirje,Gornji Grad,1981,,371.0,samostojna
6513421,229000.0,Savinjska,Mozirje,Gornji Grad,1980,,237.4,samostojna
6502788,647000.0,Gorenjska,Radovljica,Bled,2012,,232.0,samostojna
6518039,275000.0,Gorenjska,Radovljica,Bled,1874,1950,308.7,samostojna
6481144,275000.0,Gorenjska,Radovljica,Bled,1800,1950,300.0,samostojna
6204010,170000.0,S.Primorska,Nova Gorica,Kanal ob Soči,,1978,360.0,hiša
6509064,130000.0,J. Primorska,Sežana,Sežana,1750,2007,180.0,samostojna
6501647,298000.0,Gorenjska,Radovljica,Bled,1900,1994,116.0,samostojna
6474184,395000.0,Gorenjska,Radovljica,Bled,1980,,342.0,dvostanovanjska
6477100,395000.0,Gorenjska,Radovljica,Bled,1981,2017,342.9,dvostanovanjska
6170434,14500.0,Gorenjska,Radovljica,Bohinj,1945,1977,13.66,samostojna
6467840,175000.0,Gorenjska,Radovljica,Bohinj,1900,,150.0,samostojna
6484417,180000.0,Gorenjska,Radovljica,Bohinj,1892,1950,188.7,vrstna
6517208,1050000.0,Gorenjska,Radovljica,Bohinj,2019,,413.3,dvostanovanjska
6501422,1390000.0,Gorenjska,Radovljica,Bohinj,1994,,612.0,samostojna
6511104,230000.0,Gorenjska,Radovljica,Bohinj,2016,,150.0,samostojna
6482538,180000.0,Gorenjska,Radovljica,Bohinj,1892,1950,186.0,vrstna
6404005,25000.0,Dolenjska,Črnomelj,Črnomelj,1950,,33.6,samostojna
6499916,130000.0,Podravska,Slovenska Bistrica,Slovenska Bistrica,1975,2000,178.1,samostojna
6321997,210000.0,J. Primorska,Koper,Koper,1930,,109.9,samostojna
6514562,182000.0,J. Primorska,Koper,Koper,1850,,111.0,samostojna
6491124,720000.0,J. Primorska,Koper,Koper,1990,2017,355.0,samostojna
6059410,50000.0,Pomurska,Murska Sobota,Tišina,1922,1991,266.0,samostojna
6475887,170000.0,S.Primorska,Tolmin,Kobarid,1880,1977,250.0,samostojna
6489364,520000.0,LJ-okolica,Vrhnika,Borovnica,1957,2006,357.5,samostojna
6503132,380000.0,J. Primorska,Koper,Koper,2007,,120.5,dvojček
6491611,300000.0,J. Primorska,Koper,Koper,1900,1987,136.8,samostojna
6491341,1500000.0,J. Primorska,Koper,Koper,2002,,345.0,samostojna
5419915,1450000.0,J. Primorska,Koper,Koper,1990,2010,698.0,samostojna
6403491,590000.0,J. Primorska,Koper,Koper,1988,2017,285.0,dvostanovanjska
6446886,75000.0,Posavska,Sevnica,Sevnica,1972,,162.0,samostojna
6506087,170000.0,Posavska,Sevnica,Sevnica,1970,2002,522.0,samostojna
6435370,299900.0,Posavska,Sevnica,Sevnica,1994,,570.0,samostojna
6506541,99500.0,Posavska,Sevnica,Sevnica,1971,,148.2,samostojna
6515638,245000.0,S.Primorska,Tolmin,Bovec,2008,,75.4,vrstna
6505240,230000.0,S.Primorska,Tolmin,Bovec,2000,,82.0,vrstna
6518118,299000.0,S.Primorska,Tolmin,Bovec,2002,,143.0,dvostanovanjska
6487413,449000.0,S.Primorska,Tolmin,Bovec,2012,,147.7,samostojna
6518046,249000.0,S.Primorska,Tolmin,Bovec,2003,,165.56,dvojček
6498054,330000.0,S.Primorska,Tolmin,Bovec,1922,,172.0,samostojna
6517134,194000.0,S.Primorska,Tolmin,Bovec,1920,,230.0,samostojna
6487736,165000.0,S.Primorska,Nova Gorica,Nova Gorica,1966,,138.6,samostojna
6424498,148000.0,S.Primorska,Nova Gorica,Nova Gorica,1964,,160.0,samostojna
6496713,165000.0,S.Primorska,Nova Gorica,Nova Gorica,1979,,220.0,vrstna
6154890,150000.0,Savinjska,Žalec,Braslovče,1727,2014,300.0,samostojna
6510937,299000.0,Savinjska,Žalec,Braslovče,1989,2008,318.0,samostojna
6318013,3400000.0,Savinjska,Žalec,Braslovče,2009,,0.0,samostojna
6486501,865000.0,Savinjska,Žalec,Braslovče,2005,,440.0,samostojna
6403819,175000.0,Zasavska,Hrastnik,Hrastnik,1980,,334.0,samostojna
6510269,260000.0,Koroška,Ravne na Koroškem,Ravne na Koroškem,1988,2004,300.0,dvostanovanjska
6511784,228000.0,LJ-okolica,Domžale,Domžale,1987,,138.22,samostojna
6475054,499000.0,LJ-mesto,Lj. Vič-Rudnik,Ljubljana,1950,,159.9,samostojna
6511008,425000.0,LJ-mesto,Lj. Vič-Rudnik,Ljubljana,1965,2000,175.0,samostojna
6409504,705000.0,LJ-mesto,Lj. Vič-Rudnik,Ljubljana,1970,,210.0,samostojna
6515937,750000.0,LJ-mesto,Lj. Vič-Rudnik,Ljubljana,2021,,299.7,dvojček
6515934,750000.0,LJ-mesto,Lj. Vič-Rudnik,Ljubljana,2021,,299.7,dvojček
6514349,248000.0,LJ-okolica,Domžale,Domžale,1987,,150.0,samostojna
6433134,580000.0,Savinjska,Mozirje,Nazarje,2010,,170.0,samostojna
6464067,259000.0,Podravska,Ptuj,Majšperk,2015,,277.9,samostojna
6517440,319000.0,Gorenjska,Kranj,Kranj,2024,,136.0,dvojček
6515516,420000.0,Savinjska,Žalec,Polzela,2007,,178.0,samostojna
6504441,110000.0,Dolenjska,Ribnica,Ribnica,1938,2022,174.0,samostojna
6508237,130000.0,Posavska,Sevnica,Sevnica,1995,,301.2,samostojna
6497864,300000.0,LJ-okolica,"Lj. J&Z del (Vič, Rudnik)",Ig,2022,,121.9,dvojček
6441073,65000.0,Posavska,Krško,Krško,1967,1990,214.0,samostojna
6443286,29000.0,Posavska,Krško,Krško,1900,,373.0,samostojna
6511419,180000.0,Podravska,Maribor,Maribor,2003,2005,106.7,dvojček
6493794,310000.0,Podravska,Maribor,Maribor,1984,2019,218.1,samostojna
6512684,180000.0,Podravska,Maribor,Maribor,1987,2005,266.0,samostojna
6490286,350000.0,Podravska,Maribor,Maribor,2002,,308.0,samostojna
6487210,275000.0,Podravska,Maribor,Maribor,1974,2000,280.0,samostojna
6505333,390000.0,Podravska,Maribor,Maribor,2008,2015,194.7,samostojna
6395323,585000.0,J. Primorska,Sežana,Komen,1922,2008,304.0,samostojna
6438366,217300.0,Savinjska,Slovenske Konjice,Vitanje,1989,2018,180.9,samostojna
6490673,238000.0,Gorenjska,Radovljica,Radovljica,1878,1999,210.0,samostojna
6455674,540000.0,Podravska,Maribor,Maribor,1968,2005,600.0,samostojna
6513617,450000.0,LJ-okolica,Grosuplje,Grosuplje,1900,2020,200.0,samostojna
6513866,373000.0,Podravska,Maribor,Maribor,1988,2015,254.9,samostojna
6429749,28500.0,Podravska,Ptuj,Cirkulane,1984,,41.5,samostojna
6413920,57000.0,Podravska,Ptuj,Cirkulane,1992,,85.0,samostojna
6492834,325000.0,LJ-okolica,Domžale,Domžale,2022,,127.0,samostojna
6506912,700000.0,J. Primorska,Koper,Koper,1900,2015,316.0,vrstna
6352412,700000.0,J. Primorska,Koper,Koper,1930,,316.7,samostojna
6517979,349000.0,LJ-okolica,"Lj. J&Z del (Vič, Rudnik)",Brezovica,2023,,120.0,dvojček
6517980,349000.0,LJ-okolica,"Lj. J&Z del (Vič, Rudnik)",Brezovica,2023,,120.0,dvojček
6509121,650000.0,LJ-okolica,"Lj. J&Z del (Vič, Rudnik)",Brezovica,2005,,180.0,samostojna
6469836,590000.0,LJ-okolica,"Lj. J&Z del (Vič, Rudnik)",Brezovica,1952,,243.0,samostojna
6249845,620000.0,LJ-okolica,"Lj. J&Z del (Vič, Rudnik)",Brezovica,1981,2011,262.0,samostojna
6490332,380000.0,LJ-okolica,"Lj. J&Z del (Vič, Rudnik)",Brezovica,1927,1995,320.0,samostojna
6499880,590000.0,LJ-okolica,"Lj. J&Z del (Vič, Rudnik)",Brezovica,2022,,230.0,samostojna
6517950,349000.0,LJ-okolica,"Lj. J&Z del (Vič, Rudnik)",Brezovica,1990,,266.0,vrstna
6499603,400000.0,LJ-okolica,"Lj. J&Z del (Vič, Rudnik)",Brezovica,2012,,252.31,samostojna
6444938,85000.0,Dolenjska,Metlika,Metlika,1980,,300.0,samostojna
6319327,75000.0,Dolenjska,Kočevje,Kočevje,1963,2002,97.0,dvojček
6507407,99000.0,Dolenjska,Trebnje,Mokronog - Trebelno,1980,,153.6,samostojna
6504404,79000.0,Podravska,Maribor,Rače - Fram,1900,,109.0,samostojna
6060465,350000.0,Podravska,Maribor,Rače - Fram,1984,2006,244.0,dvostanovanjska
6517656,155000.0,Posavska,Brežice,Brežice,1975,,164.3,vrstna
6479145,260000.0,Posavska,Brežice,Brežice,1988,,269.2,samostojna
6506833,380000.0,Posavska,Brežice,Brežice,1989,,369.0,dvostanovanjska
6356875,179000.0,Posavska,Brežice,Brežice,1965,2002,321.0,samostojna
6257549,370000.0,Posavska,Brežice,Brežice,1949,2007,383.0,samostojna
6497391,234500.0,Posavska,Brežice,Brežice,2022,,143.6,dvostanovanjska
6497400,234500.0,Posavska,Brežice,Brežice,2022,,143.64,dvostanovanjska
6487513,330000.0,Gorenjska,Kranj,Kranj,2022,,220.0,samostojna
6501492,345000.0,Gorenjska,Kranj,Kranj,1959,2017,234.6,dvostanovanjska
6493746,970000.0,Gorenjska,Kranj,Kranj,1997,,700.0,samostojna
6509519,445000.0,J. Primorska,Sežana,Komen,2015,,239.0,samostojna
6388003,219000.0,S.Primorska,Ajdovščina,Ajdovščina,1998,,940.0,vrstna
6499987,680000.0,LJ-mesto,Lj. Šiška,Ljubljana,1975,,207.3,vrstna
6494644,570000.0,LJ-mesto,Lj. Šiška,Ljubljana,1971,2006,331.72,samostojna
6496936,850000.0,LJ-mesto,Lj. Šiška,Ljubljana,1930,1970,565.0,hiša
6516939,520000.0,LJ-mesto,Lj. Šiška,Ljubljana,2022,,143.8,dvojček
6516937,535000.0,LJ-mesto,Lj. Šiška,Ljubljana,2022,,143.8,dvojček
6516884,540000.0,LJ-mesto,Lj. Šiška,Ljubljana,1971,,305.3,samostojna
6514927,280000.0,LJ-okolica,Grosuplje,Dobrepolje,1950,,150.0,samostojna
6486807,395000.0,LJ-okolica,Grosuplje,Dobrepolje,2012,,360.15,samostojna
6436471,199900.0,Podravska,Maribor,Starše,1976,2002,296.5,dvostanovanjska
6502283,480000.0,LJ-mesto,Lj. Moste-Polje,Ljubljana,2008,,165.0,samostojna
6511912,220000.0,Posavska,Brežice,Brežice,1985,,110.0,samostojna
6449937,380000.0,Podravska,Ptuj,Markovci,2006,,183.85,samostojna
6513435,159000.0,S.Primorska,Nova Gorica,Renče - Vogrsko,1920,,137.6,samostojna
6486975,139000.0,S.Primorska,Nova Gorica,Renče - Vogrsko,1920,1979,170.0,vrstna
6511440,289000.0,LJ-okolica,Lj. SZ del (Šiška),Vodice,1961,,147.0,samostojna
6390055,27000.0,S.Primorska,Idrija,Cerkno,1864,,132.5,samostojna
6489790,190000.0,S.Primorska,Idrija,Cerkno,2005,,235.0,samostojna
6496144,220000.0,Koroška,Dravograd,Dravograd,1982,,300.0,samostojna
6228832,1500.0,Savinjska,Celje,Celje,,2014,136.0,samostojna
6412160,39000.0,LJ-okolica,"Lj. J&Z del (Vič, Rudnik)",Dobrova - Polhov Gradec,1858,2000,131.0,samostojna
6491252,149000.0,J. Primorska,Koper,Koper,1930,,111.0,samostojna
6346624,150000.0,J. Primorska,Koper,Koper,1930,,180.0,samostojna
6512661,64000.0,Pomurska,Murska Sobota,Cankova,1937,2015,77.0,samostojna
6483795,180000.0,Savinjska,Celje,Celje,1939,,86.0,samostojna
6504634,197000.0,Savinjska,Celje,Celje,1930,2020,113.0,samostojna
6465865,245000.0,Savinjska,Celje,Celje,1997,2019,139.3,dvojček
6511794,135000.0,Savinjska,Celje,Celje,1966,,142.5,samostojna
6518155,275000.0,Savinjska,Celje,Celje,1970,2010,150.0,samostojna
6515134,300000.0,Savinjska,Celje,Celje,1959,2006,150.0,vrstna
6517357,143000.0,Savinjska,Celje,Celje,1964,2015,170.0,samostojna
6464579,142000.0,Savinjska,Celje,Celje,1900,,198.1,samostojna
6507172,250000.0,Savinjska,Celje,Celje,1992,2007,200.0,vrstna
6488703,880000.0,Savinjska,Celje,Celje,1939,2018,200.0,samostojna
6389926,236000.0,Savinjska,Celje,Celje,2011,,232.0,dvojček
6515073,350000.0,Savinjska,Celje,Celje,1956,2020,245.0,dvostanovanjska
6486839,290000.0,Savinjska,Celje,Celje,1939,,250.0,samostojna
6483513,353000.0,Savinjska,Celje,Celje,1962,2022,304.4,dvojček
6461729,850000.0,Savinjska,Celje,Celje,2007,,350.0,samostojna
6388920,400000.0,Savinjska,Celje,Celje,1987,1995,369.0,samostojna
6502098,1175000.0,Savinjska,Celje,Celje,2005,,471.7,samostojna
6484404,490000.0,Savinjska,Celje,Celje,2013,,503.9,samostojna
