id,cena,regija,upravna,obcina,leto_gradnje,leto_adaptacije,povrsina,gradnja
6499410,430000.0,Koroška,Slovenj Gradec,Slovenj Gradec,1980,2014,285.0,samostojna
6370499,125000.0,S.Primorska,Idrija,Idrija,1920,,106.0,samostojna
6182388,189900.0,S.Primorska,Idrija,Idrija,1997,,210.9,samostojna
6493842,449000.0,J. Primorska,Sežana,Hrpelje - Kozina,2014,,900.0,samostojna
6518077,635000.0,Gorenjska,Kranj,Kranj,1994,2008,604.0,samostojna
6466542,380000.0,LJ-okolica,"Lj. J&Z del (Vič, Rudnik)",Ig,1985,,209.0,samostojna
6366153,590000.0,LJ-okolica,"Lj. J&Z del (Vič, Rudnik)",Ig,2011,,350.0,samostojna
6475991,100000.0,LJ-okolica,Domžale,Moravče,2002,,90.0,samostojna
6193530,398000.0,Koroška,Dravograd,Dravograd,2001,,423.9,hiša
6486213,149990.0,S.Primorska,Idrija,Idrija,1981,,283.0,samostojna
6497987,150000.0,Dolenjska,Novo mesto,Šentjernej,1995,,299.1,samostojna
6500557,74000.0,S.Primorska,Nova Gorica,Kanal ob Soči,1860,,117.0,vrstna
6497732,170000.0,Dolenjska,Kočevje,Kočevje,1975,,220.0,samostojna
6510210,205000.0,Dolenjska,Kočevje,Kočevje,1986,2010,262.1,samostojna
6507611,225000.0,Dolenjska,Trebnje,Mokronog - Trebelno,2012,,130.1,samostojna
6420820,105000.0,S.Primorska,Nova Gorica,Kanal ob Soči,1930,,297.0,samostojna
6418707,48000.0,Dolenjska,Novo mesto,Dolenjske Toplice,1850,1977,60.0,samostojna
6517320,60000.0,Posavska,Krško,Krško,1930,2017,96.0,samostojna
6439357,680000.0,Gorenjska,Radovljica,Radovljica,1978,2005,330.0,samostojna
6503877,187700.0,Savinjska,Šentjur,Šentjur,1994,2014,309.4,samostojna
6509879,230000.0,Savinjska,Šentjur,Šentjur,2022,,152.7,samostojna
6504906,204000.0,Savinjska,Celje,Celje,1993,,115.4,samostojna
6515123,125000.0,Savinjska,Celje,Celje,1988,2020,105.0,samostojna
6473259,385000.0,Gorenjska,Kranj,Kranj,1961,2017,190.0,samostojna
6468047,836000.0,Notranjska,Postojna,Postojna,1985,2005,882.0,samostojna
6511560,239000.0,Savinjska,Šentjur,Šentjur,2019,2020,190.0,samostojna
6514763,169000.0,Podravska,Ptuj,Gorišnica,1968,,212.4,samostojna
6458414,450000.0,Podravska,Ptuj,Gorišnica,2003,,427.5,samostojna
6507173,230000.0,Savinjska,Šmarje pri Jelšah,Kozje,1998,,115.0,samostojna
6496779,58000.0,J. Primorska,Sežana,Komen,1850,,100.0,hiša
5968792,170000.0,J. Primorska,Sežana,Komen,1750,1983,200.0,samostojna
6437221,450000.0,J. Primorska,Sežana,Komen,1935,2015,279.5,vrstna
6501684,298000.0,J. Primorska,Sežana,Komen,1989,,612.0,samostojna
6511380,490000.0,LJ-okolica,Domžale,Domžale,2002,,357.5,samostojna
6421036,250000.0,Gorenjska,Radovljica,Bohinj,1975,,303.0,samostojna
6248431,250000.0,Gorenjska,Radovljica,Bohinj,1975,,470.0,samostojna
6466050,148000.0,Pomurska,Lendava,Črenšovci,1968,1984,351.0,samostojna
6516468,529900.0,Pomurska,Gornja Radgona,Gornja Radgona,2000,,165.9,samostojna
6503860,229987.0,Pomurska,Gornja Radgona,Gornja Radgona,2023,,167.06,samostojna
6495326,219000.0,Pomurska,Gornja Radgona,Gornja Radgona,1994,2014,249.8,samostojna
6514869,221000.0,Pomurska,Gornja Radgona,Gornja Radgona,1920,2022,310.0,samostojna
6394666,63000.0,Dolenjska,Novo mesto,Novo mesto,1880,,127.0,samostojna
6506771,385000.0,S.Primorska,Nova Gorica,Brda,2002,,245.4,samostojna
6504064,179000.0,J. Primorska,Sežana,Divača,1900,2010,160.0,samostojna
6512512,120000.0,Savinjska,Mozirje,Gornji Grad,1971,,106.2,samostojna
6138576,65000.0,Savinjska,Mozirje,Gornji Grad,1830,1997,220.0,dvojček
6507159,90000.0,Savinjska,Mozirje,Gornji Grad,1930,1980,270.0,samostojna
6487289,530000.0,Posavska,Brežice,Brežice,2006,,275.0,samostojna
6491470,95000.0,Dolenjska,Kočevje,Kostel,1985,2015,155.8,samostojna
6510655,165000.0,LJ-okolica,Kamnik,Kamnik,1991,2012,181.85,samostojna
6503912,145000.0,LJ-okolica,Kamnik,Kamnik,1760,2011,255.6,samostojna
6469913,330000.0,Gorenjska,Tržič,Tržič,1947,2000,260.0,samostojna
6478462,590000.0,Gorenjska,Jesenice,Kranjska Gora,1970,2010,330.0,samostojna
6511781,217400.0,Podravska,Lenart,Cerkvenjak,2002,,190.0,samostojna
6098933,110000.0,Pomurska,Gornja Radgona,Sveti Jurij ob Ščavnici,1970,2006,240.0,samostojna
6502350,429000.0,J. Primorska,Koper,Koper,1818,2003,145.0,vrstna
6516080,57000.0,Dolenjska,Metlika,Metlika,1904,,221.0,samostojna
6474857,220000.0,LJ-okolica,"Lj. J&Z del (Vič, Rudnik)",Velike Lašče,1970,1996,179.0,samostojna
6494988,139900.0,LJ-okolica,"Lj. J&Z del (Vič, Rudnik)",Velike Lašče,1850,2010,220.0,samostojna
6494672,220000.0,LJ-okolica,"Lj. J&Z del (Vič, Rudnik)",Velike Lašče,1970,,210.0,samostojna
6411160,376110.0,J. Primorska,Koper,Koper,1900,2010,358.2,dvostanovanjska
6472122,65000.0,Podravska,Ptuj,Cirkulane,1975,1998,64.0,samostojna
6383672,229000.0,Pomurska,Murska Sobota,Tišina,1988,2010,230.0,samostojna
6517658,210000.0,LJ-okolica,"Lj. J&Z del (Vič, Rudnik)",Škofljica,1978,,60.0,samostojna
6509525,285000.0,LJ-okolica,"Lj. J&Z del (Vič, Rudnik)",Škofljica,1992,2007,88.8,samostojna
6508398,285000.0,LJ-okolica,"Lj. J&Z del (Vič, Rudnik)",Škofljica,1993,2008,88.8,samostojna
6510523,225000.0,LJ-okolica,"Lj. J&Z del (Vič, Rudnik)",Škofljica,1985,,94.2,samostojna
6513799,329000.0,LJ-okolica,"Lj. J&Z del (Vič, Rudnik)",Škofljica,1990,1997,125.0,samostojna
6482423,145000.0,S.Primorska,Nova Gorica,Nova Gorica,1987,1999,175.0,samostojna
6426425,145500.0,S.Primorska,Nova Gorica,Nova Gorica,1922,,430.0,samostojna
6515164,394500.0,LJ-okolica,Domžale,Lukovica,1980,1995,216.0,samostojna
6508980,277000.0,Koroška,Slovenj Gradec,Slovenj Gradec,1992,,318.6,samostojna
6460385,376000.0,Podravska,Pesnica,Kungota,2009,,224.0,samostojna
6512092,255000.0,Podravska,Pesnica,Kungota,2001,,268.0,samostojna
6430749,249000.0,Podravska,Pesnica,Kungota,1980,2015,395.0,samostojna
6517174,165000.0,Notranjska,Cerknica,Cerknica,2022,,158.4,samostojna
6352416,90000.0,Podravska,Ptuj,Ptuj,1986,,144.0,samostojna
6504934,135000.0,Savinjska,Žalec,Žalec,1975,,138.0,samostojna
6506929,67700.0,Savinjska,Žalec,Žalec,1961,,105.1,samostojna
6512402,219000.0,Savinjska,Žalec,Žalec,1997,2010,177.0,samostojna
6517896,205000.0,Savinjska,Žalec,Žalec,2005,,157.0,samostojna
6423324,110000.0,Posavska,Brežice,Brežice,2018,,136.0,samostojna
6477558,90000.0,Posavska,Brežice,Brežice,1962,,150.0,samostojna
6444492,250000.0,S.Primorska,Nova Gorica,Nova Gorica,1980,,290.0,samostojna
6457757,670000.0,S.Primorska,Nova Gorica,Nova Gorica,1900,2000,470.0,samostojna
6428525,30000.0,S.Primorska,Nova Gorica,Nova Gorica,1750,,96.0,samostojna
5931396,90000.0,S.Primorska,Nova Gorica,Nova Gorica,1935,,547.0,samostojna
6499997,20000.0,Dolenjska,Kočevje,Kostel,1900,,54.0,samostojna
6505421,174000.0,Savinjska,Žalec,Žalec,1960,1980,135.0,samostojna
6504209,169000.0,Savinjska,Žalec,Žalec,2002,,229.6,samostojna
6449419,25000.0,Pomurska,Ljutomer,Ljutomer,1932,,91.0,samostojna
6488607,71000.0,Savinjska,Šmarje pri Jelšah,Šmarje pri Jelšah,1970,,120.0,samostojna
6516145,183000.0,Dolenjska,Trebnje,Trebnje,,2022,280.0,samostojna
6513610,369000.0,LJ-okolica,Grosuplje,Grosuplje,1961,2022,136.8,vrstna
6511829,350000.0,LJ-okolica,Grosuplje,Grosuplje,1983,,141.1,samostojna
6495725,329000.0,LJ-okolica,Grosuplje,Grosuplje,1974,,157.0,samostojna
6514474,380000.0,LJ-okolica,Grosuplje,Grosuplje,2022,,165.4,vrstna
6513434,279000.0,LJ-okolica,Grosuplje,Grosuplje,2021,,177.66,vrstna
6513430,380000.0,LJ-okolica,Grosuplje,Grosuplje,2021,,177.81,vrstna
6504467,175000.0,LJ-okolica,Grosuplje,Grosuplje,2008,,240.0,samostojna
6502492,569000.0,LJ-okolica,Grosuplje,Grosuplje,2007,,326.5,samostojna
6496924,540000.0,LJ-okolica,Grosuplje,Grosuplje,1977,2014,381.9,dvojček
6496918,540000.0,LJ-okolica,Grosuplje,Grosuplje,1977,2014,381.9,dvostanovanjska
6500296,595000.0,LJ-okolica,Grosuplje,Grosuplje,1985,2019,422.4,samostojna
6502507,244000.0,LJ-okolica,Grosuplje,Grosuplje,1966,,136.71,samostojna
6512273,380000.0,LJ-okolica,Grosuplje,Grosuplje,2022,,165.4,vrstna
6403340,217000.0,LJ-okolica,Grosuplje,Grosuplje,1985,2019,180.0,samostojna
6494874,279000.0,LJ-okolica,Grosuplje,Grosuplje,2022,,165.5,vrstna
6012803,23000.0,S.Primorska,Tolmin,Tolmin,1890,,95.0,samostojna
6317411,800000.0,Podravska,Maribor,Maribor,1989,,542.0,samostojna
6509543,775000.0,LJ-mesto,Lj. Šiška,Ljubljana,1983,2015,469.0,samostojna
6498220,147825.0,Podravska,Ptuj,Hajdina,2022,,118.7,dvojček
6492772,209000.0,Podravska,Ptuj,Hajdina,1978,2021,207.0,samostojna
6458021,65000.0,Posavska,Sevnica,Sevnica,1862,,80.3,samostojna
6085303,48000.0,Dolenjska,Novo mesto,Mirna Peč,1807,,90.0,samostojna
6506450,389000.0,Podravska,Maribor,Hoče - Slivnica,2001,,135.0,samostojna
6395437,200000.0,Podravska,Maribor,Hoče - Slivnica,1810,1977,280.0,hiša
6487363,46500.0,Pomurska,Murska Sobota,Hodoš,1975,,138.0,samostojna
6481820,175000.0,LJ-okolica,Domžale,Domžale,1900,2015,63.1,samostojna
6512356,165000.0,LJ-okolica,Domžale,Domžale,1900,2015,108.0,samostojna
6518081,2250000.0,LJ-okolica,Domžale,Domžale,1957,,432.0,samostojna
6513359,205000.0,LJ-okolica,Logatec,Logatec,2022,,157.0,samostojna
6401767,160000.0,LJ-okolica,Logatec,Logatec,,2006,200.0,samostojna
6501880,119000.0,Podravska,Maribor,Hoče - Slivnica,1950,2010,80.0,samostojna
6106039,132000.0,Podravska,Maribor,Hoče - Slivnica,1985,,249.3,samostojna
6508357,288000.0,Gorenjska,Kranj,Kranj,2022,,114.19,dvostanovanjska
6508354,298000.0,Gorenjska,Kranj,Kranj,2022,,114.34,dvostanovanjska
6490500,495000.0,Gorenjska,Kranj,Kranj,,2018,233.0,samostojna
6503675,495000.0,Gorenjska,Kranj,Kranj,1968,2018,233.0,samostojna
6510893,35000.0,Savinjska,Šmarje pri Jelšah,Bistrica ob Sotli,1980,,31.2,vrstna
6515624,60000.0,Savinjska,Šmarje pri Jelšah,Bistrica ob Sotli,1980,,62.8,dvojček
6515834,299000.0,Podravska,Maribor,Maribor,2023,,140.0,dvojček
6511872,90000.0,Zasavska,Hrastnik,Hrastnik,1953,1997,160.0,samostojna
6495461,45900.0,Zasavska,Hrastnik,Hrastnik,1954,,210.0,samostojna
6513156,199000.0,Zasavska,Hrastnik,Hrastnik,,1995,600.0,hiša
6478710,200000.0,Zasavska,Hrastnik,Hrastnik,1982,2006,225.9,samostojna
6517445,65000.0,Podravska,Ptuj,Zavrč,1920,,46.5,samostojna
6509333,224000.0,J. Primorska,Koper,Koper,1984,2010,150.0,vrstna
6516720,59000.0,Notranjska,Postojna,Postojna,1750,,242.5,samostojna
6512001,590000.0,LJ-okolica,Lj. SZ del (Šiška),Medvode,2002,,396.6,dvostanovanjska
6500413,92000.0,Dolenjska,Ribnica,Loški Potok,1818,2007,177.0,samostojna
6351893,370000.0,J. Primorska,Sežana,Hrpelje - Kozina,2008,,155.0,vrstna
6491301,210000.0,J. Primorska,Sežana,Hrpelje - Kozina,2022,,242.8,samostojna
6355352,260000.0,J. Primorska,Sežana,Hrpelje - Kozina,2018,,277.0,vrstna
6433438,500000.0,J. Primorska,Sežana,Komen,2007,,161.9,samostojna
6063363,160000.0,Notranjska,Postojna,Postojna,1926,,350.0,samostojna
6477399,140000.0,S.Primorska,Nova Gorica,Brda,1814,1976,330.0,samostojna
6504941,1400000.0,LJ-okolica,"Lj. J&Z del (Vič, Rudnik)",Dobrova - Polhov Gradec,2003,,461.2,samostojna
6478192,136000.0,Notranjska,Ilirska Bistrica,Ilirska Bistrica,1780,1996,168.0,samostojna
6481730,417000.0,Gorenjska,Jesenice,Jesenice,1988,2017,194.3,vrstna
6284716,360000.0,Notranjska,Cerknica,Cerknica,1950,2008,410.6,samostojna
6485370,175000.0,J. Primorska,Koper,Koper,1920,2010,82.0,vrstna
6514647,860000.0,J. Primorska,Koper,Koper,1900,2017,183.9,vrstna
6448127,700000.0,J. Primorska,Koper,Koper,1982,2014,200.0,hiša
6459777,685000.0,J. Primorska,Koper,Koper,1982,2014,263.0,dvojček
6517799,690000.0,J. Primorska,Koper,Koper,1990,,350.0,samostojna
6465089,685000.0,J. Primorska,Koper,Koper,1982,2014,220.0,dvostanovanjska
6483761,770000.0,J. Primorska,Koper,Koper,2008,,190.0,dvojček
6490388,21000.0,S.Primorska,Tolmin,Tolmin,1800,,97.0,samostojna
6507952,80000.0,Savinjska,Slovenske Konjice,Vitanje,1800,1970,200.0,samostojna
6512136,159000.0,S.Primorska,Idrija,Idrija,1950,2000,205.5,dvojček
6503733,58000.0,S.Primorska,Idrija,Idrija,1900,,100.0,samostojna
6506705,109000.0,S.Primorska,Tolmin,Kobarid,1976,2012,26.0,samostojna
6504917,279000.0,LJ-okolica,"Lj. J&Z del (Vič, Rudnik)",Ig,1975,1999,85.2,samostojna
6515458,249000.0,LJ-okolica,"Lj. J&Z del (Vič, Rudnik)",Ig,2023,,145.2,vrstna
6505014,369000.0,LJ-okolica,"Lj. J&Z del (Vič, Rudnik)",Ig,1983,2008,180.0,samostojna
6498221,330000.0,LJ-okolica,"Lj. J&Z del (Vič, Rudnik)",Ig,1960,2020,193.6,samostojna
6467597,430000.0,LJ-okolica,"Lj. J&Z del (Vič, Rudnik)",Ig,2000,2015,266.0,samostojna
6356572,430000.0,LJ-okolica,"Lj. J&Z del (Vič, Rudnik)",Ig,1991,,266.0,dvostanovanjska
6497872,300000.0,LJ-okolica,"Lj. J&Z del (Vič, Rudnik)",Ig,2022,,121.9,dvojček
6493841,170000.0,Podravska,Lenart,Benedikt,1982,2014,191.7,dvojček
5370287,70000.0,Notranjska,Ilirska Bistrica,Ilirska Bistrica,1897,1984,130.0,samostojna
6141986,250000.0,Notranjska,Ilirska Bistrica,Ilirska Bistrica,1936,2004,142.6,vrstna
6509130,260000.0,Notranjska,Ilirska Bistrica,Ilirska Bistrica,2022,,166.5,samostojna
6279338,85000.0,Notranjska,Ilirska Bistrica,Ilirska Bistrica,1930,1970,224.0,samostojna
6496154,198000.0,Pomurska,Ljutomer,Križevci,1906,1998,272.0,samostojna
6505542,127000.0,Savinjska,Šmarje pri Jelšah,Podčetrtek,1980,1995,70.6,samostojna
6510451,137000.0,Savinjska,Šmarje pri Jelšah,Podčetrtek,1982,,107.3,samostojna
6243920,478000.0,LJ-okolica,Domžale,Lukovica,2011,,205.0,samostojna
6510274,349000.0,LJ-okolica,Grosuplje,Ivančna Gorica,2022,,190.0,dvostanovanjska
6479879,460000.0,LJ-okolica,Grosuplje,Ivančna Gorica,2005,,288.9,samostojna
6473066,118000.0,LJ-okolica,Grosuplje,Ivančna Gorica,1963,2000,124.0,samostojna
6193873,22000.0,Podravska,Ormož,Ormož,1800,1992,86.3,samostojna
6483947,237000.0,J. Primorska,Izola,Izola,1990,,24.6,samostojna
6499944,189000.0,J. Primorska,Izola,Izola,,2008,43.0,vrstna
6518000,4000.0,J. Primorska,Izola,Izola,1890,2022,76.06,vrstna
6518003,4000.0,J. Primorska,Izola,Izola,1920,2022,84.38,vrstna
6504398,305000.0,J. Primorska,Izola,Izola,1834,2017,115.0,vrstna
6487366,300000.0,J. Primorska,Izola,Izola,1990,2010,150.0,vrstna
6405780,650000.0,J. Primorska,Izola,Izola,1920,2000,168.0,samostojna
6507895,690000.0,J. Primorska,Izola,Izola,2020,,169.0,vrstna
6504435,480000.0,J. Primorska,Izola,Izola,2000,,200.0,atrijska
6513165,758000.0,J. Primorska,Izola,Izola,1996,2000,223.7,samostojna
5729395,1500000.0,J. Primorska,Izola,Izola,1985,2005,426.0,samostojna
6185345,250000.0,J. Primorska,Izola,Izola,,2004,70.0,vrstna
6493620,525000.0,J. Primorska,Izola,Izola,1900,2022,143.0,vrstna
6513060,999000.0,J. Primorska,Izola,Izola,1988,2010,416.0,samostojna
6479766,1150000.0,J. Primorska,Izola,Izola,1974,2014,320.0,samostojna
6469472,378000.0,J. Primorska,Izola,Izola,1939,2021,143.1,vrstna
6274148,245000.0,J. Primorska,Izola,Izola,1900,,150.0,dvojček
6466000,3900000.0,J. Primorska,Izola,Izola,2007,,744.0,samostojna
6515842,399000.0,J. Primorska,Izola,Izola,1900,,153.0,vrstna
6487663,1200000.0,J. Primorska,Izola,Izola,1880,2011,142.6,vrstna
6499083,350000.0,J. Primorska,Izola,Izola,1900,1975,65.0,vrstna
6511466,130000.0,Posavska,Sevnica,Sevnica,1800,1990,80.0,samostojna
6466708,125000.0,Savinjska,Laško,Radeče,1960,,319.0,samostojna
6518024,3050000.0,J. Primorska,Izola,Izola,1992,2019,290.0,samostojna
6483312,1150000.0,J. Primorska,Izola,Izola,1974,2015,350.0,samostojna
6509796,1100000.0,J. Primorska,Izola,Izola,1982,2010,440.0,samostojna
6514126,65000.0,Pomurska,Gornja Radgona,Apače,1901,,100.0,samostojna
6460972,119900.0,Pomurska,Gornja Radgona,Apače,2012,,100.9,samostojna
6338887,180000.0,Pomurska,Gornja Radgona,Apače,1990,,250.0,samostojna
6515672,180000.0,Savinjska,Velenje,Velenje,1980,,170.0,samostojna
6481158,230000.0,Gorenjska,Škofja Loka,Žiri,2007,,311.3,samostojna
6512658,65000.0,Podravska,Pesnica,Pesnica,1807,,192.0,samostojna
6438788,349000.0,Koroška,Radlje ob Dravi,Podvelka,1781,2016,420.0,samostojna
6516675,255000.0,LJ-mesto,Lj. Moste-Polje,Ljubljana,1998,,248.0,samostojna
6509145,190000.0,LJ-okolica,Litija,Šmartno pri Litiji,1985,,240.0,samostojna
6467384,99000.0,LJ-okolica,Litija,Šmartno pri Litiji,1952,,240.0,samostojna
6499323,130000.0,Gorenjska,Jesenice,Jesenice,1970,,75.1,samostojna
6509554,550000.0,Dolenjska,Novo mesto,Šentjernej,2018,,271.0,samostojna
6455306,550000.0,Dolenjska,Novo mesto,Šentjernej,2018,,271.6,samostojna
6492861,39000.0,Podravska,Slovenska Bistrica,Makole,1951,,70.0,samostojna
6396759,310000.0,Podravska,Maribor,Maribor,1984,2020,348.0,samostojna
6440408,110000.0,Savinjska,Laško,Radeče,1985,,72.0,samostojna
6499797,85000.0,Notranjska,Ilirska Bistrica,Ilirska Bistrica,1880,1990,64.0,vrstna
6474260,85000.0,Notranjska,Ilirska Bistrica,Ilirska Bistrica,1880,2017,72.0,vrstna
6496165,475000.0,Gorenjska,Radovljica,Bohinj,1983,2016,160.0,samostojna
6263387,700000.0,Savinjska,Žalec,Vransko,1880,1991,151.3,samostojna
6422541,319000.0,Gorenjska,Jesenice,Jesenice,1912,2015,215.0,samostojna
6336535,93000.0,Gorenjska,Jesenice,Jesenice,1900,2005,153.0,samostojna
6457293,99000.0,Posavska,Brežice,Brežice,1930,2010,123.0,samostojna
6173650,140000.0,Gorenjska,Jesenice,Jesenice,1900,2009,166.0,dvostanovanjska
6506303,95000.0,Gorenjska,Jesenice,Jesenice,1850,1974,180.0,samostojna
6494146,165000.0,Gorenjska,Jesenice,Jesenice,1990,,276.8,samostojna
6492329,220000.0,LJ-okolica,Litija,Litija,1987,,174.0,samostojna
6518087,390000.0,LJ-okolica,"Lj. J&Z del (Vič, Rudnik)",Brezovica,2009,2017,98.8,dvojček
6511667,235000.0,LJ-okolica,"Lj. J&Z del (Vič, Rudnik)",Brezovica,2024,,140.0,dvojček
6511677,235000.0,LJ-okolica,"Lj. J&Z del (Vič, Rudnik)",Brezovica,2024,,140.0,trojček
6511676,245000.0,LJ-okolica,"Lj. J&Z del (Vič, Rudnik)",Brezovica,2024,,140.0,trojček
6511633,235000.0,LJ-okolica,"Lj. J&Z del (Vič, Rudnik)",Brezovica,2024,,140.0,trojček
6511644,275000.0,LJ-okolica,"Lj. J&Z del (Vič, Rudnik)",Brezovica,2024,,145.0,dvojček
6511655,270000.0,LJ-okolica,"Lj. J&Z del (Vič, Rudnik)",Brezovica,2024,,145.0,dvojček
6511659,265000.0,LJ-okolica,"Lj. J&Z del (Vič, Rudnik)",Brezovica,2024,,145.0,dvojček
6511626,275000.0,LJ-okolica,"Lj. J&Z del (Vič, Rudnik)",Brezovica,2024,,145.0,dvojček
6511646,275000.0,LJ-okolica,"Lj. J&Z del (Vič, Rudnik)",Brezovica,2024,,145.0,dvojček
6511654,270000.0,LJ-okolica,"Lj. J&Z del (Vič, Rudnik)",Brezovica,2024,,145.0,dvojček
6511630,284000.0,LJ-okolica,"Lj. J&Z del (Vič, Rudnik)",Brezovica,2024,,145.0,dvojček
6511663,285000.0,LJ-okolica,"Lj. J&Z del (Vič, Rudnik)",Brezovica,2024,,145.0,dvojček
6511627,284000.0,LJ-okolica,"Lj. J&Z del (Vič, Rudnik)",Brezovica,2024,,145.0,dvojček
6511622,320000.0,LJ-okolica,"Lj. J&Z del (Vič, Rudnik)",Brezovica,2023,,145.0,samostojna
6511623,300000.0,LJ-okolica,"Lj. J&Z del (Vič, Rudnik)",Brezovica,2023,,145.0,samostojna
6511674,315000.0,LJ-okolica,"Lj. J&Z del (Vič, Rudnik)",Brezovica,2024,,166.0,dvojček
6511669,305000.0,LJ-okolica,"Lj. J&Z del (Vič, Rudnik)",Brezovica,2024,,166.0,dvojček
6511675,315000.0,LJ-okolica,"Lj. J&Z del (Vič, Rudnik)",Brezovica,2024,,166.0,samostojna
6511672,295000.0,LJ-okolica,"Lj. J&Z del (Vič, Rudnik)",Brezovica,2024,,166.0,dvojček
6511671,340000.0,LJ-okolica,"Lj. J&Z del (Vič, Rudnik)",Brezovica,2024,,166.0,dvojček
6511628,310000.0,LJ-okolica,"Lj. J&Z del (Vič, Rudnik)",Brezovica,2024,,166.0,dvojček
6511632,335000.0,LJ-okolica,"Lj. J&Z del (Vič, Rudnik)",Brezovica,2024,,166.0,samostojna
6511640,390000.0,LJ-okolica,"Lj. J&Z del (Vič, Rudnik)",Brezovica,2024,,193.0,samostojna
6511635,335000.0,LJ-okolica,"Lj. J&Z del (Vič, Rudnik)",Brezovica,2024,,193.0,dvojček
6511636,335000.0,LJ-okolica,"Lj. J&Z del (Vič, Rudnik)",Brezovica,2024,,193.0,dvojček
6511637,314000.0,LJ-okolica,"Lj. J&Z del (Vič, Rudnik)",Brezovica,2024,,193.0,trojček
6511645,380000.0,LJ-okolica,"Lj. J&Z del (Vič, Rudnik)",Brezovica,2024,,193.0,samostojna
6511634,325000.0,LJ-okolica,"Lj. J&Z del (Vič, Rudnik)",Brezovica,2024,,193.0,dvojček
6511631,310000.0,LJ-okolica,"Lj. J&Z del (Vič, Rudnik)",Brezovica,2024,,193.0,dvojček
6511629,360000.0,LJ-okolica,"Lj. J&Z del (Vič, Rudnik)",Brezovica,2024,,193.0,samostojna
6511625,345000.0,LJ-okolica,"Lj. J&Z del (Vič, Rudnik)",Brezovica,2024,,193.0,samostojna
6505074,369000.0,LJ-okolica,"Lj. J&Z del (Vič, Rudnik)",Brezovica,2009,2018,99.0,dvojček
6445163,390000.0,LJ-okolica,"Lj. J&Z del (Vič, Rudnik)",Brezovica,2009,2017,99.0,dvojček
6414964,1190000.0,LJ-mesto,Lj. Bežigrad,Ljubljana,2001,2019,400.0,samostojna
6494484,35000.0,Podravska,Ptuj,Destrnik,1846,,40.0,samostojna
6486303,95000.0,Savinjska,Laško,Laško,1850,1987,96.0,samostojna
6505649,225000.0,Savinjska,Laško,Laško,2015,,133.0,samostojna
6499578,590000.0,Savinjska,Laško,Laško,1950,,162.0,samostojna
6387991,205000.0,Podravska,Lenart,Sveti Jurij v Slov. goricah,2022,,138.81,samostojna
6416699,70000.0,Podravska,Ptuj,Juršinci,1806,2021,100.0,samostojna
6496187,185000.0,S.Primorska,Tolmin,Bovec,2005,,275.0,samostojna
6349305,89000.0,S.Primorska,Nova Gorica,Kanal ob Soči,,1976,305.0,samostojna
6063577,62000.0,S.Primorska,Nova Gorica,Kanal ob Soči,1978,,278.0,samostojna
5970910,100000.0,Notranjska,Postojna,Pivka,1990,,130.0,samostojna
6498555,170000.0,LJ-okolica,Grosuplje,Ivančna Gorica,2006,,102.0,samostojna
6467790,220000.0,LJ-okolica,Logatec,Logatec,2021,,128.67,dvojček
6513245,330000.0,LJ-okolica,Logatec,Logatec,2018,,139.0,dvojček
6512139,1500000.0,LJ-okolica,Logatec,Logatec,2009,,745.6,samostojna
6391355,120000.0,S.Primorska,Nova Gorica,Kanal ob Soči,1975,2002,73.0,samostojna
6479800,166000.0,Savinjska,Žalec,Braslovče,2022,,175.0,samostojna
6497846,285000.0,Dolenjska,Trebnje,Trebnje,2022,,186.0,samostojna
6490680,314490.0,Podravska,Maribor,Maribor,2022,,129.11,dvojček
6515724,289990.0,Podravska,Maribor,Maribor,2022,,129.11,dvojček
6493202,379000.0,Podravska,Maribor,Maribor,1996,2021,132.0,samostojna
6473517,189000.0,Podravska,Maribor,Maribor,1970,,230.4,samostojna
6509435,354000.0,Podravska,Maribor,Maribor,1970,2021,180.0,samostojna
6510661,173000.0,LJ-okolica,Kamnik,Kamnik,1964,,109.0,samostojna
6441417,185000.0,LJ-okolica,Kamnik,Kamnik,1991,,110.8,samostojna
6482689,310000.0,LJ-okolica,Kamnik,Kamnik,2003,,136.6,samostojna
6505063,459000.0,LJ-okolica,Kamnik,Kamnik,1820,2016,277.0,vrstna
6311478,490000.0,LJ-okolica,Kamnik,Kamnik,1979,,280.0,samostojna
6507406,318000.0,LJ-okolica,Kamnik,Kamnik,1945,1992,607.0,samostojna
6484664,375000.0,LJ-okolica,"Lj. J&Z del (Vič, Rudnik)",Brezovica,1980,2004,700.0,dvostanovanjska
6511999,283000.0,LJ-okolica,Kamnik,Kamnik,1965,2011,90.0,vrstna
6490449,419000.0,LJ-okolica,Kamnik,Kamnik,1865,2002,250.0,samostojna
6477362,165000.0,LJ-okolica,Kamnik,Kamnik,1956,2020,120.0,dvostanovanjska
6495713,218000.0,LJ-okolica,Kamnik,Kamnik,1917,1984,93.4,samostojna
6425912,470000.0,LJ-okolica,Kamnik,Kamnik,1952,2019,236.0,samostojna
6493812,390000.0,Gorenjska,Radovljica,Bohinj,1700,1952,60.0,samostojna
6477639,150000.0,S.Primorska,Tolmin,Tolmin,1750,1976,270.0,samostojna
6517797,335000.0,J. Primorska,Koper,Koper,2022,,112.7,dvojček
6517793,335000.0,J. Primorska,Koper,Koper,2022,,124.1,dvojček
